name,address,description,rating,reviews__0__username,reviews__0__review,reviews__0__rating,reviews__|,reviews__|__username,reviews__|__review,reviews__|__rating,,latitude,longitute
,,,,,,,7,HarleyDaddy,"Best Bath Experience in the Northwest\nIf you go to a Gay Bath House to actually meet men, then this is the place for you. The men who come here are by far the friendliest and most welcoming in the entire North West. Men over 22, and with a waist over 18 inches are still treated with respect and interest. You don't have to be a super model to make friends here. This is also the largest bath facility in the Northwest. Three floors of fun and activity. In most of the other bath houses in the region, a ""room"" is barely larger than a small closet. In this bath house even the smallest sized room is comfortable for a man of above average height.. As a tip, request the ""Sling rooms"" if they are available. Even if you never ever use a sling, these rooms are much more centrally located, so there is considerably more walk past traffic. And, Always ask for ""the most centrally located room"" which is still available when you check in.",Loves it,,,
,,,,,,,8,henry84155,no wanted anwher\nI just thought mydocotr wants me to have a procedure done after the holidays or eventually I might die in my sleep of a heart attack .. what he doesn t know I am not going to do it I want out of this life I am suicidal but I just will not have the procedure when it time to go I will go.. rest in peace.. I am tire d of being treated like crap on line and off.. I have been on a million paid personal sigts never met any one thrown under the bus by groups I have joined..kicked out of mens clubs in seattle ignored at venues ... so I am done I have tried but I always kicked kicked in the teeth.. so I will enjoy xmas at mysisters and become recluse nobody likes me any way so merry christmas thanks club z for kicking me out,Hates it,,,
,,,,,,,9,EvilC,worst website award\nREALLY bad website design. I'm an out of town business traveler looking for fun and the site has made me decide to skip the place completely,Hates it,,,
,,,,,,,10,midnightrhiannon,we are a young couple that is looking to have some fun and are open to trying new things\nwe would like to become members to spice things up in our relationship we are open to trying new experiences,Loves it,,,
,,,,,,,11,SixInYou,"Club Z fills a need, but I'm not so sure if it fits any of mine. I've been there maybe a half dozen times, scattered over as many years, and overall, I'd have to say that the place is consistently a bit disappointing. The whole time, I've only messed around with a couple guys there (and they were both young and h-o-t) but they were the exception. I thought adding a steam room would be a good move but it really doesn't make up for everything else. The top floor seems to be reserved for the heavy duty party guys, and I'm not talking about Tupperware boys. I'm sure there must be some occasional sex, but for the most part it's a rather unhealthy looking assortment that seem to know each other and appear to be collectively bored. Some are decked out in leather thongs, a surprising number are staring into the glow of laptops, and someone will occasionally climb into a sling, but nothing ever seems to happen. The third floor also has a nearly pitch black maze with a collection of benches to trip over. The only thing creepier than the maze is the lingering fetid odor wafting in the hall. Creepy in that the bathroom is kept mostly clean, and the nasty smell seems to live in the hallway. The second floor has a fairly big video room, with like five off-color flat screens mounted uncomfortably high for watching the porn. The seating is built in along the walls, recreating the awkward feel of a school gym prom dance. Nobody dances here either. The first floor is where the steam room is (and the best feature of the whole place). There's also showers & lockers, and down the hall is the TV/computer room where the homeless people tend to hang out and watch Fox Sports. Visitors to Seattle who pick Club Z for their one bathhouse experience will probably be disappointed that they didn't try one of the other two options, Steamworks or Tribe Seattle.",Hates it,,,
,,,,,,,12,henry8415,no review\nno review,Hates it,,,
,,,,,,,13,stefranktn,"what a dive!!\nMy first and last visit to Club Z occurred on Saturday, August 6. I was filled with anticipation about this bathhouse... they have a great website. But that's as far as it goes... I should have realized what was in store right from the start. I stood for fully 5 minutes... maybe even longer.. He then could not read my name from my Drivers License.. :""Is that an L?"" .... ""No - dumb-ass - it's a capital I."" I asked for a room with a TV... and again this moron behind the counter barks back at me... You know it's got gay porn shoiwng on it.? Fuck this guy... I sure didn't expect it to be showing Little Bo Peep. once inside this den I quickly found out what a dump it really is. My $27 - YES TWENTY SEVEN DOLLARS bought !2 hours in this dump. I stayed approximately 1 hour before I fled the premises. There was a stale, rotten, small in the steam room... like something had crawled in there and died and was being slowly cooked. There are several choices of Bathhouses in Seattle.... give this one a wide berth,.... The other one, Steamworks, on Summit Drive is a palace compared to this Dump. ! give club Z a - 20 out of 10... and I will never set foot inside the place again.",Hates it,,,
,,,,,,,14,muscle4men,"Go On Sat or Sun evening past 9 but not too late\nThis is one of those places with edge with a capital ""E"" and it is the real article: men come for sex and sex is what you'll get...hot sex! Now if you're into quality guy wih muscles then you need to pick thru some trash to find them but we're here...best to show up Sat or Sun between 9 and 12 mid....Sunday after 10/11 can get very interesting...very hot raunchy action with some hot hard bodies...just have to work a little and sniff around, the hot men hold out in thier rooms until they sense activity and will take a spin around...just have to time your walk arounds but don't lull in the hallway, you get the trolls that will distract you off your hunting game here...point of example: one sunday had 5 hot and hell guys spanning two hors visiting from Vancouver and Toronto and one from out own Seattle....",Loves it,,,
,,,,,,,15,frenchboy,"hot place\nI spend 3 night here, and i had a lots of fun, big area with 2 floors and a backroom with glory holes. Old clientelle, but some hot guys, and you can choose being naked with a towel or just keep your clothes. Great place, but you need to go out of the building to smoke :(",None,,,
,,,,,,,16,PlexSeattle,"A little darker, a little older, it's a good thing\nVery interesting building. Some, not all, but some of the staff needs to move on and find other jobs, they are obviously SO not happy working there. In the past has been my favorite ckub, once I was over 25.",None,,,
,,,,,,,17,tommyfoot1965,"loved it!\ni go there as often as i can there, love the feel of walking nude around the place--and the sauna really feels nice after a cold day in seattle !",None,,,
Cedarbrook Lodge,"18525 36th Ave. South, Seattle, WA 98188",,"100% love it,   2 Ratings",,,,0,11dragon28,"perfect for your wedding\nMy husband and i recently were married at this hotel. The staff was VERY warm, caring, attentive, and cheerful. The property and amenities are outstanding. Getting to downtown wasn't a problem thanks to the complementary shuttle to the light rail nearby. We highly recommend this hotel.",Loves it,,,
,,,,,,,1,writeon,"Simply Amazing!\nThis 104-room boutique retreat lodge, tucked away five minutes from Sea-Tac International Airport, is the ideal place to escape. For a night. For a weekend. For a gloriously romantic dinner. Truly, this must be seen to be believed.",Loves it,,,
11th Avenue Inn,"121 11th Avenue East, Seattle, WA 98102, Near: at E John St","If driving in the city isn't your thing, stay at this charming B&B and just walk until your heart is content.","100% love it,   1 Rating",DavidWilliams,Walk to downtown Seattle\nWalk to Downtown Seattle from a charming Capitol Hill bed and breakfast.,Loves it,,,,,,,
Elliot Bay Book Company,"1521 Tenth Ave., Seattle, WA 98122",A great little bookstore with a long history in Seattle.,"100% love it,   19 Ratings",RichardsLifeCali,"Charming Capital Hill Independent Bookstore\nYou__l love the large glass windows, creeky old wooden floors and railings, and a seemingly endless collection of book shelves, including a glbt section of course. Elliot Bay is in Capital Hill, on a side street in between Pike and Pine, and across from the beautiful Cal Anderson Park which hosts bicycle polo on Saturdays. Elliot Bay is open 7 days a week. They serve pastries, sandwiches and beverages (including wine) in it__ café. The gay neighborhood feels complete with this independent bookstore as an addition to the cafes, lounges, restaurants and clubs.",Loves it,,,,,,,
Portage Bay Goods,"621 N 35th St, Seattle, WA 98103, Near: Fremont ave.","Environmentally friendly furnishings and housewares are the theme at this shop, which also features unique gift ideas for the greenest of friends.",What do you think of this place? Love it or not?,,,,,,,,,,
The 5th Avenue Theatre,"1308 5th Ave, Seattle, WA 98101, Near: at University St","A local theatre company dating back to 1926, this modern reincarnation of the 5th Avenue company produces both revival and Broadway-bound originals.","100% love it,   14 Ratings",mattyc777,because this guy is fit as fuck\nthe reason why i give you 5 star because you are fit as fuck,Loves it,,,,,,,
Museum of Pop Culture,"325 5th Ave N, Seattle, WA 98109, Near: at Harrison St.","Seattle has a rich history in the music world, so a unique facility of this kind is a natural fit. Permanent exhibitions include a guitar gallery and artists telling the stories behind the music.","67% love it,   3 Ratings",JBC,"Don&#039;t Bother\nMy advice would be to avoid this place like the plague. They rip you off with their prices, the exhibits are mediocre at best, and their gift shoppe selection is very sparse. If you end up getting hungry and want to go to their restaurant, then you have to go pay another entry fee of about $20/person. Then once you get inside the restaurant you have to deal with the over-cooked food that is insanely overpriced. A hamburger was about $13 and it had the consistency of a rubber tyre. The only thing that this place is is a waste of Seattle taxpayer&#039;s dollars by Paul Allen.",Hates it,,,,,,,
Liberation United Church of Christ,"832 32nd Ave., Seattle, WA 98122","If you are looking for a safe place to call your church home, Liberation UCC is the place. They meet Sunday afternoon at 1:30pm at Madrona Grace Presbyterian Church.","100% love it,   3 Ratings",,,,,,,,,,
GLSEN Washington State,"1605 12th Ave, Suite 35, Seattle, WA 98122, Near: E Pine St",Works to protect students of all sexual identities.,"100% love it,   3 Ratings",seattlehomo,"Great Organization, Great Cause\nGLSEN is a national organization, with a local chapter, that works to keep schools safe for ALL students and staff. The Gay, Lesbian & Straight Education Network strives to assure that each member of every school community is valued and respected regardless of sexual orientation or gender identity/expression.",Loves it,,,,,,,
Bill Speidel's Underground Tour,"614 First Ave., Seattle, WA 98104, Near: btwn Cherry St & Yesler Way","Enjoy a guided tour of Seattle's underground Underworld replete with the tales of graft, opium, sex, debauchery and Red Light district shenanigans that made Seattle what it is today.",What do you think of this place? Love it or not?,,,,,,,,,,
